promo_id,customer_id,customer_name,sku_id,category,week_start,planned_lift_pct,actual_lift_pct,feature_display,compliance_pct,funding_rate_pct
PROMO-0389,CUST04,Fresh Table Supermarkets,CAT03-SKU03,Plant-Based Meals,2026-01-19,15.3,28.9,Digital only,75.5,9.0
PROMO-0390,CUST04,Fresh Table Supermarkets,CAT03-SKU05,Plant-Based Meals,2026-01-19,12.4,24.2,Digital only,83.9,11.6
PROMO-0391,CUST04,Fresh Table Supermarkets,CAT04-SKU02,Natural Personal Care,2026-01-19,21.1,14.6,Display,79.9,11.4
PROMO-0392,CUST04,Fresh Table Supermarkets,CAT05-SKU01,Organic Pantry Staples,2026-01-19,17.7,27.3,Feature and display,73.6,9.9
PROMO-0393,CUST04,Fresh Table Supermarkets,CAT06-SKU01,Fresh Specialty Cheese,2026-01-19,16.0,17.8,Feature,86.1,6.7
PROMO-0394,CUST05,Urban Pantry Express,CAT01-SKU01,Functional Beverages,2026-01-19,23.8,27.1,Display,48.5,6.6
PROMO-0395,CUST05,Urban Pantry Express,CAT01-SKU02,Functional Beverages,2026-01-19,17.1,18.3,Digital only,80.9,16.0
PROMO-0396,CUST05,Urban Pantry Express,CAT02-SKU06,Better-for-You Snacks,2026-01-19,18.4,33.2,Feature,70.0,16.1
PROMO-0397,CUST05,Urban Pantry Express,CAT03-SKU02,Plant-Based Meals,2026-01-19,33.2,8.9,Feature,67.2,11.9
PROMO-0398,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,2026-01-19,37.8,33.2,Feature,45.8,8.1
PROMO-0399,CUST01,Central Market Group,CAT02-SKU01,Better-for-You Snacks,2026-01-26,10.9,8.1,Feature and display,93.9,12.6
PROMO-0400,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,2026-01-26,27.1,23.9,Display,80.4,9.7
PROMO-0401,CUST01,Central Market Group,CAT03-SKU04,Plant-Based Meals,2026-01-26,21.4,15.4,Feature,59.4,17.8
PROMO-0402,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,2026-01-26,26.3,6.0,Digital only,49.9,15.2
PROMO-0403,CUST02,Sproutline Natural Markets,CAT01-SKU06,Functional Beverages,2026-01-26,23.8,31.3,Feature,92.0,15.1
PROMO-0404,CUST02,Sproutline Natural Markets,CAT04-SKU01,Natural Personal Care,2026-01-26,35.5,12.1,Display,72.8,7.6
PROMO-0405,CUST02,Sproutline Natural Markets,CAT04-SKU04,Natural Personal Care,2026-01-26,10.2,12.1,Feature and display,64.5,8.3
PROMO-0406,CUST02,Sproutline Natural Markets,CAT04-SKU06,Natural Personal Care,2026-01-26,32.8,23.0,Digital only,98.9,15.0
PROMO-0407,CUST02,Sproutline Natural Markets,CAT05-SKU03,Organic Pantry Staples,2026-01-26,22.3,16.6,Digital only,78.2,14.1
PROMO-0408,CUST02,Sproutline Natural Markets,CAT05-SKU05,Organic Pantry Staples,2026-01-26,30.9,31.1,Display,61.5,13.2
PROMO-0409,CUST02,Sproutline Natural Markets,CAT05-SKU06,Organic Pantry Staples,2026-01-26,10.8,23.1,Feature and display,99,7.5
PROMO-0410,CUST03,Northstar Independent Co-op,CAT01-SKU02,Functional Beverages,2026-01-26,22.2,21.8,Feature and display,68.1,14.6
PROMO-0411,CUST03,Northstar Independent Co-op,CAT01-SKU03,Functional Beverages,2026-01-26,28.7,24.6,Digital only,94.6,7.2
PROMO-0412,CUST03,Northstar Independent Co-op,CAT02-SKU02,Better-for-You Snacks,2026-01-26,14.7,24.3,Display,76.0,6.4
PROMO-0413,CUST03,Northstar Independent Co-op,CAT03-SKU01,Plant-Based Meals,2026-01-26,14.5,25.1,Digital only,59.1,13.2
PROMO-0414,CUST03,Northstar Independent Co-op,CAT04-SKU05,Natural Personal Care,2026-01-26,22.8,19.7,Display,69.6,13.7
PROMO-0415,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,2026-01-26,13.6,10.0,Digital only,80.7,6.5
PROMO-0416,CUST03,Northstar Independent Co-op,CAT05-SKU02,Organic Pantry Staples,2026-01-26,23.4,17.8,Feature and display,87.2,10.1
PROMO-0417,CUST03,Northstar Independent Co-op,CAT06-SKU02,Fresh Specialty Cheese,2026-01-26,13.2,20.4,Digital only,76.7,13.8
PROMO-0418,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2026-01-26,34.9,21.9,Feature,77.6,17.8
PROMO-0419,CUST04,Fresh Table Supermarkets,CAT01-SKU05,Functional Beverages,2026-01-26,22.1,19.1,Feature,81.5,9.1
PROMO-0420,CUST04,Fresh Table Supermarkets,CAT02-SKU01,Better-for-You Snacks,2026-01-26,19.4,23.2,Digital only,74.6,10.5
PROMO-0421,CUST04,Fresh Table Supermarkets,CAT02-SKU05,Better-for-You Snacks,2026-01-26,26.4,31.9,Digital only,74.2,13.9
PROMO-0422,CUST04,Fresh Table Supermarkets,CAT03-SKU02,Plant-Based Meals,2026-01-26,16.8,18.4,Feature and display,68.2,15.8
PROMO-0423,CUST05,Urban Pantry Express,CAT04-SKU04,Natural Personal Care,2026-01-26,24.9,17.7,Digital only,85.6,13.7
PROMO-0424,CUST05,Urban Pantry Express,CAT05-SKU03,Organic Pantry Staples,2026-01-26,25.6,12.8,Feature,89.7,16.3
PROMO-0425,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,2026-01-26,25.2,16.1,Feature and display,77.2,14.2
PROMO-0426,CUST05,Urban Pantry Express,CAT05-SKU05,Organic Pantry Staples,2026-01-26,34.5,19.4,Feature,94.2,10.5
PROMO-0427,CUST05,Urban Pantry Express,CAT06-SKU04,Fresh Specialty Cheese,2026-01-26,11.7,15.4,Feature,67.7,12.6
PROMO-0428,CUST01,Central Market Group,CAT01-SKU03,Functional Beverages,2026-02-02,12.6,7.3,Feature,52.2,10.9
PROMO-0429,CUST01,Central Market Group,CAT01-SKU06,Functional Beverages,2026-02-02,35.1,23.2,Display,63.6,11.4
PROMO-0430,CUST01,Central Market Group,CAT03-SKU05,Plant-Based Meals,2026-02-02,25.7,14.1,Digital only,81.4,13.8
PROMO-0431,CUST01,Central Market Group,CAT04-SKU05,Natural Personal Care,2026-02-02,25.7,27.7,Feature and display,85.7,9.5
PROMO-0432,CUST01,Central Market Group,CAT04-SKU06,Natural Personal Care,2026-02-02,11.5,6.5,Digital only,78.9,13.1
PROMO-0433,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,2026-02-02,34.8,23.8,Digital only,69.3,13.9
PROMO-0434,CUST02,Sproutline Natural Markets,CAT01-SKU01,Functional Beverages,2026-02-02,24.6,21.2,Digital only,76.7,10.2
PROMO-0435,CUST02,Sproutline Natural Markets,CAT01-SKU06,Functional Beverages,2026-02-02,16.8,24.8,Digital only,96.1,12.9
PROMO-0436,CUST02,Sproutline Natural Markets,CAT04-SKU02,Natural Personal Care,2026-02-02,28.0,9.7,Display,77.8,7.1
PROMO-0437,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2026-02-02,25.2,11.8,Feature and display,78.3,7.3
PROMO-0438,CUST03,Northstar Independent Co-op,CAT06-SKU05,Fresh Specialty Cheese,2026-02-02,30.2,23.6,Digital only,72.8,10.8
PROMO-0439,CUST04,Fresh Table Supermarkets,CAT01-SKU04,Functional Beverages,2026-02-02,28.0,15.5,Display,58.6,10.6
PROMO-0440,CUST04,Fresh Table Supermarkets,CAT03-SKU02,Plant-Based Meals,2026-02-02,20.2,25.2,Digital only,94.9,16.4
PROMO-0441,CUST04,Fresh Table Supermarkets,CAT06-SKU04,Fresh Specialty Cheese,2026-02-02,18.0,18.9,Feature,61.8,10.6
PROMO-0442,CUST05,Urban Pantry Express,CAT01-SKU03,Functional Beverages,2026-02-02,12.7,21.2,Feature and display,72.1,14.6
PROMO-0443,CUST05,Urban Pantry Express,CAT02-SKU06,Better-for-You Snacks,2026-02-02,12.1,16.9,Display,76.5,7.6
PROMO-0444,CUST05,Urban Pantry Express,CAT03-SKU04,Plant-Based Meals,2026-02-02,21.7,8.2,Feature,85.1,16.2
PROMO-0445,CUST05,Urban Pantry Express,CAT03-SKU05,Plant-Based Meals,2026-02-02,20.7,9.5,Digital only,65.8,15.0
PROMO-0446,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2026-02-02,21.6,19.4,Display,79.0,9.2
PROMO-0447,CUST05,Urban Pantry Express,CAT05-SKU01,Organic Pantry Staples,2026-02-02,35.6,20.4,Display,71.9,10.4
PROMO-0448,CUST05,Urban Pantry Express,CAT06-SKU02,Fresh Specialty Cheese,2026-02-02,35.6,29.7,Feature,70.5,13.0
PROMO-0449,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,2026-02-09,20.3,23.9,Digital only,76.4,9.8
PROMO-0450,CUST01,Central Market Group,CAT02-SKU01,Better-for-You Snacks,2026-02-09,20.3,20.5,Display,66.7,8.4
PROMO-0451,CUST01,Central Market Group,CAT05-SKU06,Organic Pantry Staples,2026-02-09,12.0,31.1,Display,97.7,13.9
PROMO-0452,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,2026-02-09,34.4,15.5,Digital only,78.6,8.5
PROMO-0453,CUST02,Sproutline Natural Markets,CAT01-SKU01,Functional Beverages,2026-02-09,34.1,27.2,Display,81.6,9.6
PROMO-0454,CUST02,Sproutline Natural Markets,CAT02-SKU03,Better-for-You Snacks,2026-02-09,26.6,14.5,Digital only,72.4,10.8
PROMO-0455,CUST02,Sproutline Natural Markets,CAT03-SKU01,Plant-Based Meals,2026-02-09,13.9,15.1,Feature,51.1,17.6
PROMO-0456,CUST02,Sproutline Natural Markets,CAT03-SKU03,Plant-Based Meals,2026-02-09,36.7,27.0,Display,82.2,8.1
PROMO-0457,CUST02,Sproutline Natural Markets,CAT05-SKU01,Organic Pantry Staples,2026-02-09,20.9,27.0,Digital only,78.1,7.1
PROMO-0458,CUST02,Sproutline Natural Markets,CAT05-SKU03,Organic Pantry Staples,2026-02-09,20.6,11.7,Display,54.2,16.8
PROMO-0459,CUST03,Northstar Independent Co-op,CAT02-SKU06,Better-for-You Snacks,2026-02-09,19.4,27.3,Feature and display,71.0,10.0
PROMO-0460,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,2026-02-09,31.1,21.8,Feature,80.9,16.8
PROMO-0461,CUST03,Northstar Independent Co-op,CAT05-SKU06,Organic Pantry Staples,2026-02-09,36.7,11.2,Feature,68.5,12.7
PROMO-0462,CUST03,Northstar Independent Co-op,CAT06-SKU05,Fresh Specialty Cheese,2026-02-09,13.3,23.0,Feature,44.4,12.8
PROMO-0463,CUST04,Fresh Table Supermarkets,CAT04-SKU05,Natural Personal Care,2026-02-09,31.6,33.5,Digital only,92.6,13.4
PROMO-0464,CUST04,Fresh Table Supermarkets,CAT04-SKU06,Natural Personal Care,2026-02-09,19.2,6.2,Display,92.3,12.7
PROMO-0465,CUST04,Fresh Table Supermarkets,CAT05-SKU06,Organic Pantry Staples,2026-02-09,30.4,25.9,Feature and display,57.5,7.9
PROMO-0466,CUST04,Fresh Table Supermarkets,CAT06-SKU06,Fresh Specialty Cheese,2026-02-09,13.3,21.9,Feature and display,83.5,13.3
PROMO-0467,CUST05,Urban Pantry Express,CAT01-SKU06,Functional Beverages,2026-02-09,30.9,24.1,Feature,65.2,17.3
PROMO-0468,CUST05,Urban Pantry Express,CAT02-SKU02,Better-for-You Snacks,2026-02-09,37.2,4.3,Feature,71.2,15.4
PROMO-0469,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2026-02-09,17.2,31.7,Feature,76.3,13.3
PROMO-0470,CUST05,Urban Pantry Express,CAT05-SKU01,Organic Pantry Staples,2026-02-09,30.6,18.6,Feature and display,71.5,9.9
PROMO-0471,CUST05,Urban Pantry Express,CAT05-SKU05,Organic Pantry Staples,2026-02-09,35.8,8.9,Feature and display,67.3,14.0
PROMO-0472,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,2026-02-09,27.1,6.6,Feature and display,68.2,8.9
PROMO-0473,CUST05,Urban Pantry Express,CAT06-SKU04,Fresh Specialty Cheese,2026-02-09,13.8,23.5,Feature and display,49.0,7.9
PROMO-0474,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,2026-02-16,13.8,12.5,Feature,81.1,13.2
PROMO-0475,CUST01,Central Market Group,CAT02-SKU02,Better-for-You Snacks,2026-02-16,11.0,16.8,Feature and display,79.3,11.8
PROMO-0476,CUST01,Central Market Group,CAT05-SKU06,Organic Pantry Staples,2026-02-16,33.4,11.9,Digital only,74.5,7.4
PROMO-0477,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,2026-02-16,19.5,15.0,Display,64.0,17.5
PROMO-0478,CUST02,Sproutline Natural Markets,CAT01-SKU01,Functional Beverages,2026-02-16,36.6,16.4,Digital only,82.9,17.7
PROMO-0479,CUST02,Sproutline Natural Markets,CAT02-SKU03,Better-for-You Snacks,2026-02-16,28.4,28.0,Feature and display,76.3,6.6
PROMO-0480,CUST03,Northstar Independent Co-op,CAT04-SKU04,Natural Personal Care,2026-02-16,30.2,25.8,Display,74.2,9.6
PROMO-0481,CUST03,Northstar Independent Co-op,CAT05-SKU03,Organic Pantry Staples,2026-02-16,26.0,21.5,Digital only,77.3,14.5
PROMO-0482,CUST03,Northstar Independent Co-op,CAT05-SKU04,Organic Pantry Staples,2026-02-16,33.1,24.5,Feature,93.4,6.2
PROMO-0483,CUST03,Northstar Independent Co-op,CAT06-SKU06,Fresh Specialty Cheese,2026-02-16,13.0,14.5,Feature and display,74.2,15.3
PROMO-0484,CUST04,Fresh Table Supermarkets,CAT04-SKU02,Natural Personal Care,2026-02-16,14.4,11.5,Feature and display,89.2,12.8
PROMO-0485,CUST04,Fresh Table Supermarkets,CAT05-SKU01,Organic Pantry Staples,2026-02-16,21.9,32.2,Feature,81.5,13.1
PROMO-0486,CUST04,Fresh Table Supermarkets,CAT06-SKU02,Fresh Specialty Cheese,2026-02-16,32.9,21.7,Display,78.9,15.7
PROMO-0487,CUST05,Urban Pantry Express,CAT01-SKU05,Functional Beverages,2026-02-16,13.0,25.2,Display,77.8,12.2
PROMO-0488,CUST05,Urban Pantry Express,CAT04-SKU01,Natural Personal Care,2026-02-16,37.9,29.5,Display,69.9,17.6
PROMO-0489,CUST05,Urban Pantry Express,CAT06-SKU01,Fresh Specialty Cheese,2026-02-16,33.9,7.4,Digital only,68.0,7.1
PROMO-0490,CUST05,Urban Pantry Express,CAT06-SKU02,Fresh Specialty Cheese,2026-02-16,36.0,31.1,Display,78.5,11.3
PROMO-0491,CUST01,Central Market Group,CAT03-SKU03,Plant-Based Meals,2026-02-23,30.4,31.1,Feature,80.7,14.8
PROMO-0492,CUST01,Central Market Group,CAT03-SKU04,Plant-Based Meals,2026-02-23,20.0,22.8,Feature and display,95.9,13.4
PROMO-0493,CUST01,Central Market Group,CAT04-SKU01,Natural Personal Care,2026-02-23,31.9,16.3,Feature and display,66.4,7.8
PROMO-0494,CUST01,Central Market Group,CAT06-SKU05,Fresh Specialty Cheese,2026-02-23,29.8,17.6,Feature and display,70.1,12.6
PROMO-0495,CUST02,Sproutline Natural Markets,CAT01-SKU05,Functional Beverages,2026-02-23,19.7,22.7,Feature,71.3,9.1
PROMO-0496,CUST02,Sproutline Natural Markets,CAT02-SKU02,Better-for-You Snacks,2026-02-23,36.9,20.1,Digital only,75.9,7.6
PROMO-0497,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2026-02-23,24.7,8.0,Feature and display,83.1,10.1
PROMO-0498,CUST03,Northstar Independent Co-op,CAT04-SKU01,Natural Personal Care,2026-02-23,34.7,25.5,Feature and display,64.9,7.1
PROMO-0499,CUST03,Northstar Independent Co-op,CAT04-SKU03,Natural Personal Care,2026-02-23,18.4,6.9,Display,68.8,8.6
PROMO-0500,CUST03,Northstar Independent Co-op,CAT05-SKU04,Organic Pantry Staples,2026-02-23,32.9,20.8,Digital only,89.2,9.6
PROMO-0501,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2026-02-23,30.3,10.8,Feature and display,77.2,9.5
PROMO-0502,CUST04,Fresh Table Supermarkets,CAT03-SKU02,Plant-Based Meals,2026-02-23,36.9,17.4,Display,80.8,14.4
PROMO-0503,CUST04,Fresh Table Supermarkets,CAT03-SKU04,Plant-Based Meals,2026-02-23,12.3,33.1,Feature and display,94.4,12.8
PROMO-0504,CUST04,Fresh Table Supermarkets,CAT06-SKU05,Fresh Specialty Cheese,2026-02-23,23.0,21.9,Digital only,58.7,15.1
PROMO-0505,CUST05,Urban Pantry Express,CAT04-SKU06,Natural Personal Care,2026-02-23,30.4,24.1,Feature and display,75.5,9.0
PROMO-0506,CUST01,Central Market Group,CAT04-SKU05,Natural Personal Care,2026-03-02,13.3,7.8,Feature,95.5,16.1
PROMO-0507,CUST01,Central Market Group,CAT05-SKU02,Organic Pantry Staples,2026-03-02,21.9,28.1,Feature and display,51.6,13.4
PROMO-0508,CUST02,Sproutline Natural Markets,CAT01-SKU03,Functional Beverages,2026-03-02,25.6,11.8,Display,84.5,12.4
PROMO-0509,CUST02,Sproutline Natural Markets,CAT01-SKU05,Functional Beverages,2026-03-02,32.6,13.6,Display,89.7,9.4
PROMO-0510,CUST02,Sproutline Natural Markets,CAT04-SKU06,Natural Personal Care,2026-03-02,16.8,31.3,Feature,97.1,10.5
PROMO-0511,CUST02,Sproutline Natural Markets,CAT05-SKU02,Organic Pantry Staples,2026-03-02,22.9,12.2,Digital only,80.4,12.4
PROMO-0512,CUST03,Northstar Independent Co-op,CAT01-SKU01,Functional Beverages,2026-03-02,20.9,4.2,Feature,82.1,15.4
PROMO-0513,CUST03,Northstar Independent Co-op,CAT01-SKU02,Functional Beverages,2026-03-02,12.8,9.3,Feature,85.5,6.8
PROMO-0514,CUST03,Northstar Independent Co-op,CAT03-SKU02,Plant-Based Meals,2026-03-02,13.5,24.8,Feature,74.3,15.3
PROMO-0515,CUST03,Northstar Independent Co-op,CAT04-SKU01,Natural Personal Care,2026-03-02,16.4,23.3,Display,81.0,7.9
PROMO-0516,CUST03,Northstar Independent Co-op,CAT06-SKU01,Fresh Specialty Cheese,2026-03-02,22.4,10.5,Digital only,77.8,6.5
PROMO-0517,CUST03,Northstar Independent Co-op,CAT06-SKU04,Fresh Specialty Cheese,2026-03-02,27.7,23.1,Feature and display,79.5,12.7
PROMO-0518,CUST04,Fresh Table Supermarkets,CAT01-SKU04,Functional Beverages,2026-03-02,24.0,10.3,Feature,69.3,12.5
PROMO-0519,CUST04,Fresh Table Supermarkets,CAT05-SKU01,Organic Pantry Staples,2026-03-02,19.1,19.6,Display,99,6.1
PROMO-0520,CUST05,Urban Pantry Express,CAT06-SKU02,Fresh Specialty Cheese,2026-03-02,25.4,22.7,Digital only,86.1,11.6
PROMO-0521,CUST01,Central Market Group,CAT02-SKU02,Better-for-You Snacks,2026-03-09,23.8,24.3,Feature,65.6,12.6
PROMO-0522,CUST01,Central Market Group,CAT02-SKU03,Better-for-You Snacks,2026-03-09,22.3,7.1,Feature and display,63.0,10.5
PROMO-0523,CUST01,Central Market Group,CAT04-SKU02,Natural Personal Care,2026-03-09,33.6,17.1,Display,76.6,8.6
PROMO-0524,CUST02,Sproutline Natural Markets,CAT02-SKU02,Better-for-You Snacks,2026-03-09,12.2,10.5,Feature,87.3,6.1
PROMO-0525,CUST02,Sproutline Natural Markets,CAT05-SKU04,Organic Pantry Staples,2026-03-09,37.5,14.4,Feature and display,92.9,16.3
PROMO-0526,CUST02,Sproutline Natural Markets,CAT06-SKU03,Fresh Specialty Cheese,2026-03-09,23.1,10.3,Feature,55.2,12.8
PROMO-0527,CUST03,Northstar Independent Co-op,CAT01-SKU04,Functional Beverages,2026-03-09,25.6,12.7,Feature and display,71.6,9.5
PROMO-0528,CUST03,Northstar Independent Co-op,CAT06-SKU03,Fresh Specialty Cheese,2026-03-09,36.5,31.4,Display,75.8,16.7
PROMO-0529,CUST04,Fresh Table Supermarkets,CAT02-SKU01,Better-for-You Snacks,2026-03-09,28.0,9.7,Display,73.5,12.0
PROMO-0530,CUST04,Fresh Table Supermarkets,CAT04-SKU01,Natural Personal Care,2026-03-09,15.4,7.6,Feature,68.4,12.9
PROMO-0531,CUST04,Fresh Table Supermarkets,CAT04-SKU04,Natural Personal Care,2026-03-09,22.6,4.6,Digital only,68.7,16.5
PROMO-0532,CUST05,Urban Pantry Express,CAT04-SKU06,Natural Personal Care,2026-03-09,20.6,4.7,Feature,99,9.9
PROMO-0533,CUST05,Urban Pantry Express,CAT05-SKU02,Organic Pantry Staples,2026-03-09,31.9,6.2,Feature and display,82.8,14.2
PROMO-0534,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,2026-03-09,13.0,12.8,Digital only,89.6,16.8
PROMO-0535,CUST05,Urban Pantry Express,CAT05-SKU05,Organic Pantry Staples,2026-03-09,14.7,25.9,Feature,84.1,14.4
PROMO-0536,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,2026-03-16,36.0,28.1,Feature and display,99,14.7
PROMO-0537,CUST01,Central Market Group,CAT03-SKU01,Plant-Based Meals,2026-03-16,11.0,26.8,Display,86.2,16.1
PROMO-0538,CUST01,Central Market Group,CAT04-SKU06,Natural Personal Care,2026-03-16,36.1,11.5,Digital only,75.4,15.7
PROMO-0539,CUST01,Central Market Group,CAT05-SKU06,Organic Pantry Staples,2026-03-16,20.2,20.6,Feature and display,50.8,7.0
PROMO-0540,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,2026-03-16,33.4,9.0,Digital only,85.0,15.6
PROMO-0541,CUST02,Sproutline Natural Markets,CAT01-SKU04,Functional Beverages,2026-03-16,19.0,7.2,Feature and display,72.5,15.2
PROMO-0542,CUST02,Sproutline Natural Markets,CAT01-SKU05,Functional Beverages,2026-03-16,14.5,8.0,Feature,84.0,6.9
PROMO-0543,CUST02,Sproutline Natural Markets,CAT02-SKU05,Better-for-You Snacks,2026-03-16,25.3,12.4,Feature,85.1,6.9
PROMO-0544,CUST02,Sproutline Natural Markets,CAT05-SKU04,Organic Pantry Staples,2026-03-16,27.4,25.4,Digital only,64.1,14.9
PROMO-0545,CUST03,Northstar Independent Co-op,CAT01-SKU03,Functional Beverages,2026-03-16,23.6,25.5,Feature,81.1,7.8
PROMO-0546,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2026-03-16,15.1,17.1,Feature and display,82.5,8.3
PROMO-0547,CUST03,Northstar Independent Co-op,CAT02-SKU02,Better-for-You Snacks,2026-03-16,36.5,33.0,Display,56.0,7.3
PROMO-0548,CUST03,Northstar Independent Co-op,CAT03-SKU02,Plant-Based Meals,2026-03-16,35.6,25.3,Feature,85.9,13.2
PROMO-0549,CUST03,Northstar Independent Co-op,CAT03-SKU06,Plant-Based Meals,2026-03-16,13.9,27.1,Feature and display,83.4,8.6
PROMO-0550,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2026-03-16,23.1,15.8,Display,86.5,6.8
PROMO-0551,CUST04,Fresh Table Supermarkets,CAT02-SKU04,Better-for-You Snacks,2026-03-16,11.7,13.3,Feature and display,99,12.8
PROMO-0552,CUST04,Fresh Table Supermarkets,CAT03-SKU03,Plant-Based Meals,2026-03-16,20.9,15.9,Digital only,84.5,17.3
PROMO-0553,CUST04,Fresh Table Supermarkets,CAT04-SKU06,Natural Personal Care,2026-03-16,36.2,13.0,Display,74.1,13.0
PROMO-0554,CUST04,Fresh Table Supermarkets,CAT05-SKU03,Organic Pantry Staples,2026-03-16,18.8,19.0,Display,89.3,17.1
PROMO-0555,CUST04,Fresh Table Supermarkets,CAT05-SKU04,Organic Pantry Staples,2026-03-16,10.1,30.9,Feature,72.2,14.6
PROMO-0556,CUST04,Fresh Table Supermarkets,CAT06-SKU01,Fresh Specialty Cheese,2026-03-16,17.9,10.1,Feature,74.7,8.6
PROMO-0557,CUST04,Fresh Table Supermarkets,CAT06-SKU06,Fresh Specialty Cheese,2026-03-16,17.9,23.3,Display,58.1,16.6
PROMO-0558,CUST05,Urban Pantry Express,CAT01-SKU01,Functional Beverages,2026-03-16,11.9,25.8,Display,67.0,10.2
PROMO-0559,CUST05,Urban Pantry Express,CAT01-SKU05,Functional Beverages,2026-03-16,18.4,18.4,Feature and display,67.1,17.3
PROMO-0560,CUST05,Urban Pantry Express,CAT02-SKU01,Better-for-You Snacks,2026-03-16,33.8,7.9,Feature,87.0,11.0
PROMO-0561,CUST05,Urban Pantry Express,CAT02-SKU04,Better-for-You Snacks,2026-03-16,18.6,7.6,Feature and display,99,12.0
PROMO-0562,CUST05,Urban Pantry Express,CAT03-SKU03,Plant-Based Meals,2026-03-16,13.1,33.4,Digital only,82.7,15.4
PROMO-0563,CUST05,Urban Pantry Express,CAT04-SKU01,Natural Personal Care,2026-03-16,25.8,29.7,Feature,95.6,7.1
PROMO-0564,CUST05,Urban Pantry Express,CAT04-SKU04,Natural Personal Care,2026-03-16,35.6,25.6,Feature and display,99,7.4
PROMO-0565,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2026-03-16,35.7,14.4,Digital only,69.3,15.9
PROMO-0566,CUST05,Urban Pantry Express,CAT04-SKU06,Natural Personal Care,2026-03-16,30.4,4.5,Display,68.5,14.6
PROMO-0567,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,2026-03-23,15.2,10.7,Digital only,59.0,10.5
PROMO-0568,CUST01,Central Market Group,CAT02-SKU03,Better-for-You Snacks,2026-03-23,32.4,25.5,Feature and display,86.5,12.4
PROMO-0569,CUST01,Central Market Group,CAT04-SKU02,Natural Personal Care,2026-03-23,15.5,24.4,Display,71.5,14.4
PROMO-0570,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,2026-03-23,16.2,4.4,Display,86.3,11.7
PROMO-0571,CUST01,Central Market Group,CAT06-SKU01,Fresh Specialty Cheese,2026-03-23,33.1,15.8,Feature and display,58.7,16.0
PROMO-0572,CUST02,Sproutline Natural Markets,CAT02-SKU01,Better-for-You Snacks,2026-03-23,25.3,23.3,Feature,78.3,14.3
PROMO-0573,CUST02,Sproutline Natural Markets,CAT03-SKU06,Plant-Based Meals,2026-03-23,11.4,29.7,Display,62.0,13.7
PROMO-0574,CUST02,Sproutline Natural Markets,CAT04-SKU01,Natural Personal Care,2026-03-23,35.9,4.8,Display,88.6,7.2
PROMO-0575,CUST02,Sproutline Natural Markets,CAT04-SKU06,Natural Personal Care,2026-03-23,25.7,33.1,Digital only,78.9,9.6
PROMO-0576,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,2026-03-23,25.8,17.7,Feature and display,89.4,13.5
PROMO-0577,CUST03,Northstar Independent Co-op,CAT02-SKU04,Better-for-You Snacks,2026-03-23,24.5,8.3,Feature,82.9,15.5
PROMO-0578,CUST03,Northstar Independent Co-op,CAT03-SKU06,Plant-Based Meals,2026-03-23,13.8,9.9,Feature and display,71.0,11.3
PROMO-0579,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,2026-03-23,23.4,25.0,Digital only,76.5,12.5
PROMO-0580,CUST03,Northstar Independent Co-op,CAT05-SKU02,Organic Pantry Staples,2026-03-23,20.1,13.2,Feature and display,83.4,17.7
PROMO-0581,CUST03,Northstar Independent Co-op,CAT05-SKU03,Organic Pantry Staples,2026-03-23,32.3,33.8,Digital only,94.4,14.6
PROMO-0582,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,2026-03-23,11.7,28.7,Feature,91.2,15.3
PROMO-0583,CUST04,Fresh Table Supermarkets,CAT01-SKU03,Functional Beverages,2026-03-23,17.6,22.0,Display,94.4,16.7
